+-----------------------------------+-------+
|               name                | birth |
| Fred Iacovo                       | NULL  |
| Daisuke Iijima                    | NULL  |
| David Imhoof                      | NULL  |
| Vanida Imran                      | NULL  |
| In-chon Yu                        | NULL  |
| Gary Indiana                      | NULL  |
| Toño Infante                      | NULL  |
| Pierre Ingold                     | NULL  |
| Michael Park Ingram               | NULL  |
| Innocent                          | NULL  |
| John Innocenzo                    | NULL  |
| Jun Inoue                         | NULL  |
| Pisek Intrakanchit                | NULL  |
| Hans Isaac                        | NULL  |
| Azri Iskandar                     | NULL  |
| Harith Iskander                   | NULL  |
| Kiyomi Itô                        | NULL  |
| Takeshi Itô                       | NULL  |
| Tara Bast                         | NULL  |
| George Jackos                     | NULL  |
| Gildart Jackson                   | NULL  |
| Kevin Jackson                     | NULL  |
| Adele Jacques                     | NULL  |
| Behnaz Jafari                     | NULL  |
| Jagadish                          | NULL  |
| Tjader France                     | NULL  |
| Veronica James                    | NULL  |
| Janardanan                        | NULL  |
| Veena Jayakody                    | NULL  |
| Jayalalitha                       | NULL  |
| Manoj K. Jayan                    | NULL  |
| Ilonah Jean                       | NULL  |
| Lucien Jean-Baptiste              | NULL  |
| Jearlyn Steele                    | NULL  |
| Jeeva                             | NULL  |
| Sharvari Jamenis                  | NULL  |
| Conrad Dunn                       | NULL  |
| Lucy Jenner                       | NULL  |
| Tong Jiang                        | NULL  |
| Huang Jiao                        | NULL  |
| Guy Jodoin                        | NULL  |
| Joginder Shelly                   | NULL  |
| Jasper Johal                      | NULL  |
| Jan Einar Johnsen                 | NULL  |
| Brian Eric Johnson                | NULL  |
| Jessica Johnson Tavenner          | NULL  |
| Kelley Johnson                    | NULL  |
| Roland Johnson                    | NULL  |
| David Alexander Johnston          | NULL  |
| Dolly Johur                       | NULL  |
| Angela Jones                      | NULL  |
| Norm Jones                        | NULL  |
| Clint Jordan                      | NULL  |
| G. Anthony Joseph                 | NULL  |
| Vidyadhar Joshi                   | NULL  |
| Rainer Judd                       | NULL  |
| Jun Zhao                          | NULL  |
| Julio Jung                        | NULL  |
| Jyothi                            | NULL  |
| Nadia Kaci                        | NULL  |
| Kishore Kadam                     | NULL  |
| Aliabbas Kadyrov                  | NULL  |
| Jirô Kagoshima                    | NULL  |
| Aki Kajiwara                      | NULL  |
| Margaret Kaler                    | NULL  |
| Marina Kalogirou                  | NULL  |
| Charles Kaltenbacher              | NULL  |
| Erkin Kamilov                     | NULL  |
| Kamran                            | NULL  |
| Kanchan                           | NULL  |
| Michael Kanevsky                  | NULL  |
| Ramesh Khanna                     | NULL  |
| Harley Kaplan                     | NULL  |
| Bharat Kapoor                     | NULL  |
| Kavita Kapoor                     | NULL  |
| Laurence Kardish                  | NULL  |
| Gauri Karnik                      | NULL  |
| Afrim Kasapolli                   | NULL  |
| Carlos Kaspar                     | NULL  |
| Erick Kastel                      | NULL  |
| Nicole Kaufmann                   | NULL  |
| Kaveri                            | NULL  |
| Kavitha                           | NULL  |
| Aouni Kawas                       | NULL  |
| Ken Kazama                        | NULL  |
| Thomas Kearney                    | NULL  |
| Will Keenan                       | NULL  |
| Maria Kehayioglou                 | NULL  |
| Janet Tracy Keijser               | NULL  |
| Andrea Kelland                    | NULL  |
| Karen Kelly                       | NULL  |
| Walter Kennard                    | NULL  |
| Dev Kennedy                       | NULL  |
| Tyhm Kennedy                      | NULL  |
| Peter Kent                        | NULL  |
| Irene Kessler                     | NULL  |
| Aï Keïta                          | NULL  |
| Ali Khan                          | NULL  |
| Ayub Khan                         | NULL  |
| Mushtaq Khan                      | NULL  |
| Shaheen Khan                      | NULL  |
| Shahid Khan                       | NULL  |
| Bishnu Kharghoria                 | NULL  |
| Chooye Bay                        | NULL  |
| Miloud Khetib                     | NULL  |
| David Kieran                      | NULL  |
| Nana Kiknadze                     | NULL  |
| Stephen Kilcullen                 | NULL  |
| Julienne Hanzelka Kim             | NULL  |
| Natalia Kim                       | NULL  |
| Moynan King                       | NULL  |
| Gayle Kirschenbaum                | NULL  |
| Supakorn Kitsuwon                 | NULL  |
| Catherine Klein                   | NULL  |
| Johnny Klein                      | NULL  |
| Lou Klein                         | NULL  |
| Matt Klein                        | NULL  |
| Aaron Kleven                      | NULL  |
| Dawn Klingberg                    | NULL  |
| Don Knodel                        | NULL  |
| Robert Knott                      | NULL  |
| Kaori Kobayashi                   | NULL  |
| Yannis Kokiasmenos                | NULL  |
| Josephine Koo                     | NULL  |
| Kôichi Koshimura                  | NULL  |
| Ingrid Kowarik                    | NULL  |
| Dennis J. Kozeluh                 | NULL  |
| Winai Kraibutr                    | NULL  |
| Rony Kramer                       | NULL  |
| Michket Krifa                     | NULL  |
| Ronny Kristoffersen               | NULL  |
| Joe Krowka                        | NULL  |
| Mark Antony Krupa                 | NULL  |
| Gerhard Kubelka                   | NULL  |
| Tuuli Kuittinen                   | NULL  |
| Ruth Kulerman                     | NULL  |
| Neena Kulkarni                    | NULL  |
| Hideo Kumagai                     | NULL  |
| Masahiro Kuranuki                 | NULL  |
| Yûki Kuroda                       | NULL  |
| Kanchit Kwanpracha                | NULL  |
| Dokhdurbek Kydyraliyev            | NULL  |
| L.B. Sriram                       | NULL  |
| Jake La Botz                      | NULL  |
| Diana DeLaCruz                    | NULL  |
| Laurent Labasse                   | NULL  |
| Brian LaBelle                     | NULL  |
| Gabriele Lafari                   | NULL  |
| Laila                             | NULL  |
| Mónica Lairana                    | NULL  |
| Tony Lam                          | NULL  |
| Jean-Marie Lamour                 | NULL  |
| Louise Lamson                     | NULL  |
| Lan Wang                          | NULL  |
| Eric Landrein                     | NULL  |
| William Langlois                  | NULL  |
| Virginie Lanoué                   | NULL  |
| Delphine Lanza                    | NULL  |
| David Larcher                     | NULL  |
| Sarah Lassez                      | NULL  |
| Pauline Lau                       | NULL  |
| Henry Laurence                    | NULL  |
| Christian Laursen                 | NULL  |
| Koon-Lan Law                      | NULL  |
| Todd Lawhorne                     | NULL  |
| Glen Lawrence                     | NULL  |
| Laya                              | NULL  |
| David Layton                      | NULL  |
| Carmen Lebbos                     | NULL  |
| Isabelle Leblanc                  | NULL  |
| Cash Lee                          | NULL  |
| Dana Lee                          | NULL  |
| In Lee                            | NULL  |
| Timothy Lee                       | NULL  |
| Zach Lee                          | NULL  |
| Barry Lee-Thomas                  | NULL  |
| Tristin Leffler                   | NULL  |
| Catherine Lefroid                 | NULL  |
| Brando Legaspi                    | NULL  |
| Norman Lehnert                    | NULL  |
| Pierre Lekeux                     | NULL  |
| Mélanie Leray                     | NULL  |
| Mike Lesser                       | NULL  |
| Xavier Letourneur                 | NULL  |
| Pun-Hei Leung                     | NULL  |
| Luca Levi                         | NULL  |
| Ron Levine                        | NULL  |
| Barry W. Levy                     | NULL  |
| Darío Levy                        | NULL  |
| Haibin Li                         | NULL  |
| Frank Licari                      | NULL  |
| Georgina Lightning                | NULL  |
| Celeste Lim                       | NULL  |
| Kay Siu Lim                       | NULL  |
